Datum;BundeslandID;Bevölkerung;Name;Auslieferungen;AuslieferungenPro100;Bestellungen;BestellungenPro100
2021-04-08T23:59:59+02:00;6;1246395;Steiermark;229595;18.42;323013;25.92
2021-04-08T23:59:59+02:00;7;757634;Tirol;227794;30.07;273204;36.06
2021-04-08T23:59:59+02:00;8;397139;Vorarlberg;91903;23.14;94247;23.73
2021-04-08T23:59:59+02:00;9;1911191;Wien;384791;20.13;529227;27.69
2021-04-08T23:59:59+02:00;10;8901064;Österreich;1898299;21.33;2370939;26.64
2021-04-09T23:59:59+02:00;0;;Bundesbeschaffung;11030;;11260;
2021-04-09T23:59:59+02:00;1;294436;Burgenland;65756;22.33;77148;26.20
2021-04-09T23:59:59+02:00;2;561293;Kärnten;131225;23.38;149535;26.64
2021-04-09T23:59:59+02:00;3;1684287;Niederösterreich;363668;21.59;417322;24.78
2021-04-09T23:59:59+02:00;4;1490279;Oberösterreich;302564;20.30;391564;26.27
2021-04-09T23:59:59+02:00;5;558410;Salzburg;116225;20.81;123081;22.04
2021-04-09T23:59:59+02:00;6;1246395;Steiermark;254069;20.38;326597;26.20
2021-04-09T23:59:59+02:00;7;757634;Tirol;253158;33.41;285238;37.65
2021-04-09T23:59:59+02:00;8;397139;Vorarlberg;93731;23.60;94247;23.73
2021-04-09T23:59:59+02:00;9;1911191;Wien;393191;20.57;538331;28.17
2021-04-09T23:59:59+02:00;10;8901064;Österreich;1984617;22.30;2414323;27.12
2021-04-10T23:59:59+02:00;0;;Bundesbeschaffung;11030;;11260;
2021-04-10T23:59:59+02:00;1;294436;Burgenland;67996;23.09;77148;26.20
2021-04-10T23:59:59+02:00;2;561293;Kärnten;131225;23.38;149605;26.65
2021-04-10T23:59:59+02:00;3;1684287;Niederösterreich;364844;21.66;436442;25.91
2021-04-10T23:59:59+02:00;4;1490279;Oberösterreich;302588;20.30;394318;26.46
2021-04-10T23:59:59+02:00;5;558410;Salzburg;119067;21.32;125451;22.47
2021-04-10T23:59:59+02:00;6;1246395;Steiermark;254153;20.39;326615;26.20
2021-04-10T23:59:59+02:00;7;757634;Tirol;256768;33.89;285238;37.65
2021-04-10T23:59:59+02:00;8;397139;Vorarlberg;94247;23.73;95927;24.15
2021-04-10T23:59:59+02:00;9;1911191;Wien;401633;21.01;538341;28.17
2021-04-10T23:59:59+02:00;10;8901064;Österreich;2003551;22.51;2440345;27.42
2021-04-11T23:59:59+02:00;0;;Bundesbeschaffung;11030;;11260;
2021-04-11T23:59:59+02:00;1;294436;Burgenland;67996;23.09;77148;26.20
2021-04-11T23:59:59+02:00;2;561293;Kärnten;131225;23.38;149605;26.65
2021-04-11T23:59:59+02:00;3;1684287;Niederösterreich;364844;21.66;454908;27.01
2021-04-11T23:59:59+02:00;4;1490279;Oberösterreich;302588;20.30;401594;26.95
2021-04-11T23:59:59+02:00;5;558410;Salzburg;119067;21.32;126321;22.62
2021-04-11T23:59:59+02:00;6;1246395;Steiermark;254153;20.39;326615;26.20
2021-04-11T23:59:59+02:00;7;757634;Tirol;256768;33.89;285238;37.65
2021-04-11T23:59:59+02:00;8;397139;Vorarlberg;94247;23.73;109981;27.69
2021-04-11T23:59:59+02:00;9;1911191;Wien;401633;21.01;538341;28.17
2021-04-11T23:59:59+02:00;10;8901064;Österreich;2003551;22.51;2481011;27.87
2021-04-12T23:59:59+02:00;0;;Bundesbeschaffung;11260;;11860;
2021-04-12T23:59:59+02:00;1;294436;Burgenland;68074;23.12;77520;26.33
2021-04-12T23:59:59+02:00;2;561293;Kärnten;132845;23.67;151067;26.91
2021-04-12T23:59:59+02:00;3;1684287;Niederösterreich;384180;22.81;460786;27.36
2021-04-12T23:59:59+02:00;4;1490279;Oberösterreich;314978;21.14;403086;27.05
2021-04-12T23:59:59+02:00;5;558410;Salzburg;122595;21.95;126509;22.66
2021-04-12T23:59:59+02:00;6;1246395;Steiermark;256533;20.58;327613;26.28
2021-04-12T23:59:59+02:00;7;757634;Tirol;260074;34.33;281412;37.14
2021-04-12T23:59:59+02:00;8;397139;Vorarlberg;94247;23.73;109981;27.69
2021-04-12T23:59:59+02:00;9;1911191;Wien;419281;21.94;583317;30.52
2021-04-12T23:59:59+02:00;10;8901064;Österreich;2064067;23.19;2533151;28.46
2021-04-13T23:59:59+02:00;0;;Bundesbeschaffung;11260;;11860;
2021-04-13T23:59:59+02:00;1;294436;Burgenland;68074;23.12;78820;26.77
2021-04-13T23:59:59+02:00;2;561293;Kärnten;134481;23.96;151067;26.91
2021-04-13T23:59:59+02:00;3;1684287;Niederösterreich;391482;23.24;466662;27.71
2021-04-13T23:59:59+02:00;4;1490279;Oberösterreich;335058;22.48;403194;27.05
2021-04-13T23:59:59+02:00;5;558410;Salzburg;124395;22.28;126605;22.67
2021-04-13T23:59:59+02:00;6;1246395;Steiermark;275411;22.10;328475;26.35
2021-04-13T23:59:59+02:00;7;757634;Tirol;265760;35.08;285342;37.66
2021-04-13T23:59:59+02:00;8;397139;Vorarlberg;95927;24.15;109981;27.69
2021-04-13T23:59:59+02:00;9;1911191;Wien;423581;22.16;583845;30.55
2021-04-13T23:59:59+02:00;10;8901064;Österreich;2125429;23.88;2545851;28.60
2021-04-14T23:59:59+02:00;0;;Bundesbeschaffung;11260;;11860;
2021-04-14T23:59:59+02:00;1;294436;Burgenland;71800;24.39;84496;28.70
2021-04-14T23:59:59+02:00;2;561293;Kärnten;135741;24.18;151067;26.91
2021-04-14T23:59:59+02:00;3;1684287;Niederösterreich;400112;23.76;477762;28.37
2021-04-14T23:59:59+02:00;4;1490279;Oberösterreich;343970;23.08;459458;30.83
2021-04-14T23:59:59+02:00;5;558410;Salzburg;125649;22.50;131877;23.62
2021-04-14T23:59:59+02:00;6;1246395;Steiermark;280817;22.53;328551;26.36
2021-04-14T23:59:59+02:00;7;757634;Tirol;266592;35.19;287278;37.92
2021-04-14T23:59:59+02:00;8;397139;Vorarlberg;101817;25.64;109981;27.69
2021-04-14T23:59:59+02:00;9;1911191;Wien;428191;25.33;581715;30.44
2021-04-14T23:59:59+02:00;10;8901064;Österreich;2165949;24.33;2624045;29.48
2021-04-15T23:59:59+02:00;0;;Bundesbeschaffung;11860;;11860;
2021-04-15T23:59:59+02:00;1;294436;Burgenland;73628;25.01;87466;29.71
2021-04-15T23:59:59+02:00;2;561293;Kärnten;136141;24.25;151067;26.91
2021-04-15T23:59:59+02:00;3;1684287;Niederösterreich;409596;24.32;487052;28.92
2021-04-15T23:59:59+02:00;4;1490279;Oberösterreich;351132;23.56;458364;30.76
2021-04-15T23:59:59+02:00;5;558410;Salzburg;126359;22.63;132173;23.67
2021-04-15T23:59:59+02:00;6;1246395;Steiermark;281109;22.55;363239;29.14
2021-04-15T23:59:59+02:00;7;757634;Tirol;273650;36.12;289222;38.17
2021-04-15T23:59:59+02:00;8;397139;Vorarlberg;106597;26.84;109981;27.69
2021-04-15T23:59:59+02:00;9;1911191;Wien;436491;22.84;579225;30.31
2021-04-15T23:59:59+02:00;10;8901064;Österreich;2206563;24.79;2669649;29.99
2021-04-16T23:59:59+02:00;0;;Bundesbeschaffung;11860;;11860;
2021-04-16T23:59:59+02:00;1;294436;Burgenland;76686;26.05;87490;29.71
2021-04-16T23:59:59+02:00;2;561293;Kärnten;150257;26.77;165567;29.50
2021-04-16T23:59:59+02:00;3;1684287;Niederösterreich;425352;25.25;494722;29.37
2021-04-16T23:59:59+02:00;4;1490279;Oberösterreich;353164;23.70;458852;30.79
2021-04-16T23:59:59+02:00;5;558410;Salzburg;127843;22.89;138399;24.78
2021-04-16T23:59:59+02:00;6;1246395;Steiermark;288395;23.14;363793;29.19
2021-04-16T23:59:59+02:00;7;757634;Tirol;279732;36.92;298312;39.37
2021-04-16T23:59:59+02:00;8;397139;Vorarlberg;109633;27.61;109981;27.69
2021-04-16T23:59:59+02:00;9;1911191;Wien;441541;23.10;578329;30.26
2021-04-16T23:59:59+02:00;10;8901064;Österreich;2264463;25.44;2707305;30.42
2021-04-17T23:59:59+02:00;0;;Bundesbeschaffung;11860;;11860;
2021-04-17T23:59:59+02:00;1;294436;Burgenland;77986;26.49;87490;29.71
2021-04-17T23:59:59+02:00;2;561293;Kärnten;150297;26.78;165567;29.50
2021-04-17T23:59:59+02:00;3;1684287;Niederösterreich;426994;25.35;494740;29.37
2021-04-17T23:59:59+02:00;4;1490279;Oberösterreich;353200;23.70;458852;30.79
2021-04-17T23:59:59+02:00;5;558410;Salzburg;131763;23.60;142089;25.45
2021-04-17T23:59:59+02:00;6;1246395;Steiermark;288431;23.14;363793;29.19
2021-04-17T23:59:59+02:00;7;757634;Tirol;279840;36.94;298312;39.37
2021-04-17T23:59:59+02:00;8;397139;Vorarlberg;109981;27.69;110587;27.85
2021-04-17T23:59:59+02:00;9;1911191;Wien;451907;23.65;578609;30.27
2021-04-17T23:59:59+02:00;10;8901064;Österreich;2282259;25.64;2711899;30.47
2021-04-18T23:59:59+02:00;0;;Bundesbeschaffung;11860;;11860;
2021-04-18T23:59:59+02:00;1;294436;Burgenland;77986;26.49;87490;29.71
2021-04-18T23:59:59+02:00;2;561293;Kärnten;150297;26.78;165567;29.50
2021-04-18T23:59:59+02:00;3;1684287;Niederösterreich;426994;25.35;504994;29.98
2021-04-18T23:59:59+02:00;4;1490279;Oberösterreich;353200;23.70;458852;30.79
2021-04-18T23:59:59+02:00;5;558410;Salzburg;131763;23.60;143541;25.71
2021-04-18T23:59:59+02:00;6;1246395;Steiermark;288431;23.14;363793;29.19
2021-04-18T23:59:59+02:00;7;757634;Tirol;279840;36.94;298312;39.37
2021-04-18T23:59:59+02:00;8;397139;Vorarlberg;109981;27.69;121699;30.64
2021-04-18T23:59:59+02:00;9;1911191;Wien;451907;23.65;578609;30.27
2021-04-18T23:59:59+02:00;10;8901064;Österreich;2282259;25.64;2734717;30.72
